institution_country_1,institution_name_1,couple_1,couple_2,institution_name_2,institution_country_2,sum_paper
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60071354,"Hanoi University of Science and Technology, No. 1 - Dai Co Viet road, Hanoi, Viet Nam",Viet Nam,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,108180714,"Faculty of Computing, Sultan Ibrahim Chancellery Building, Johor Bahru, Johor, Malaysia, 81310",Malaysia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,116379651,"Informatics Engineering, Jakarta, Indonesia",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,120851670,Beia Consult International,,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,103636925,"Faculty of Computing and Informatics, Jalan Ayer Keroh Lama, Malacca Town, Selangor, Malaysia, 75450",Malaysia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,112988891,"R and D Department, BEIA Consult International, Bucharest, 041386",,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60072181,"European Patent Office, Munich, Bayern, Germany, 80298",Germany,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,121970638,"DNA Laboratory, Indonesia",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104757281,"Department of Oral Biology, Depok, Java, Indonesia, 16424",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,108778323,"Department of Computer Science, Bulaksumur, Yogyakarta, Yogyakarta, Indonesia, 55281",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,114423201,"Doctor of Research in Management, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,121985781,"Institut Teknologi Kreatif Bina Nusantara, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,118429759,"Sekolah Teknik Elektro Dan Informatika, Jl. Tamansari 64, Bandung, West Java, Indonesia, 40116",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,120994536,"Universitas Islam Syekh Yusuf (UNIS), Tangerang, Tangerang, Indonesia, 15118",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,113606204,"Information System Departement, Jl. Diponegoro 52-60, Salatiga, Java, Indonesia, 50711",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104572869,"School of ITEE, St Lucia, Brisbane, QLD, Australia, 4072",Australia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,104572845,"School of Information Technology and Electrical Engineering, St Lucia, Brisbane, QLD, Australia, 4072",Australia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,106617750,"HDF Group, 1800 South Oak Street, Champaign, IL, null61820, Champaign, IL, United States, 61820",United States,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,108213006,"Department of Psychology, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",United States,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60099840,"Loral Space & Communications, 600 Third Avenue, New York, NY, United States, 10016",United States,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60022195,"Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA, United States, 02139-4307",United States,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60021293,"International Business Machines, 1 New Orchard Road, Armonk, NY, United States, 10504-1722",United States,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,123296381,"Universitas Maarif Hasyim Latif, Sidoarjo, Sidoarjo, Indonesia",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,120552312,"Department of Industrial Engineering, Jl. Gatot Subroto, PO Box 807 (PINDAD), Bandung, West Java, Bandung, Indonesia, 40285",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,121236516,"KPSI, Jakarta, Indonesia",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,121451942,"Akademi Manajemen Informatika Dan Komputer MDP, Palembang, Palembang, Indonesia",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,107784073,"Center for Political Studies, Jakarta, Java, Indonesia",Indonesia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,60032530,"Université de Tours, 60 rue du Plat D'Etain, Tours, Centre-Val de Loire, France, 37020, Cedex 1",France,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,103995381,"Clayton School of Information Technology, Wellington Road, Melbourne, VIC, Australia, 3800",Australia,1
Indonesia,"Faculty of Computer Science, Universitas Indonesia, Depok, Java, Indonesia, 16424",110895154,107909290,"Department of Information Technology, Wellington Road, Melbourne, VIC, Australia, 3800",Australia,1
Indonesia,"STMIK Palangkaraya, Palangkaraya, Kalimantan Tengah, Indonesia, 74874",118736414,119205554,"Fakultas Ilmu Komputer, Depok, Java, Indonesia, 16424",Indonesia,1
Indonesia,"STMIK Bina Insani, Bekasi, Jakarta, West Java, Indonesia",118495196,60111846,"Universitas Bina Darma, Jl. Jenderal A. Yani No. 3, Palembang, South Sumatra, Indonesia",Indonesia,1
Indonesia,"STMIK Bina Insani, Bekasi, Jakarta, West Java, Indonesia",118495196,122246043,"Master Program of Communication Studies, Jl. Ir. Sutami 36 A, Surakarta, Central Java, Indonesia",Indonesia,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,103097537,"Environmental Systems Analysis, Maskingränd 2, Göteborg, Vastra Gotalands, Sweden, 412 96",Sweden,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,113868064,"Department of Computer and Information Science, Linkoping, Östergötland, Sweden, 581 83",Sweden,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,112824287,"Department of Computer Science, pl. Marii Skodowskiej-Curie 5, Poznan, WP, Poland, 60-965",Poland,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,107857354,"STLab, Via S. Martino della Battaglia 44, Rome, RM, Italy, 185",Italy,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60009358,"Linköpings universitet, Linkoping, Östergötland, Sweden, 581 83",Sweden,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,103496990,"Department of Geography, Malet Street, Bloomsbury, London, United Kingdom, WC1E 7HX",United Kingdom,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60019778,"European Organization for Nuclear Research, Geneva, GE, Switzerland, 1211",Switzerland,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60000762,"Humboldt-Universität zu Berlin, Unter den Linden 6, Berlin, Germany, 10099",Germany,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60030168,"Helsinki Institute of Physics, Gustaf Hallstromin katu 2, Helsinki, Finland, 14",Finland,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60013881,"Fermi National Accelerator Laboratory, Kirk Road and Pine Street, Batavia, IL, United States, 60510-5011",United States,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60015481,"University of Washington, Seattle, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",United States,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,60022134,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",Denmark,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,120246201,"Institute of Habitat Science, Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, , Quito, Ecuador, Ecuador, 170517",Ecuador,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,103268808,"Office of Research and Development, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,1
Indonesia,"STMIK Bina Insani, Bekasi, Jakarta, West Java, Indonesia",118495196,110489126,"Department of Industrial Engineering, 50 Phahonyothin Road, Bangkok, Thailand",Thailand,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,107969001,"Computational Logic Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",Germany,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,114337572,"Department of Computer Engineering, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",United States,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,113774541,"Department of Computer Science and Engineering, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",United States,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,122404310,"Department of Computer Science and Engineering Wright State, Dayton, OH, United States, 45469-0160",United States,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,112247832,"School of Computing and Information Science, Orono, ME, United States",United States,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,103441304,"Department of Human Geography and Spatial Planning, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",Netherlands,1
United States,"Data Semantics (DaSe) Laboratory, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",114748149,113611320,"Department of Computer Science, Campus de Campolide, Lisbon, Lisbon, Portugal, 1099-085",Portugal,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,113659408,"Department of Computer Science, University Offices, Wellington Square, Oxford, Oxfordshire, United Kingdom, OX1 2JD",United Kingdom,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,122698746,"Knowledge-Based Systems Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",Germany,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,60009358,"Linköpings universitet, Linkoping, Östergötland, Sweden, 581 83",Sweden,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,60022134,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",Denmark,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,120246201,"Institute of Habitat Science, Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, , Quito, Ecuador, Ecuador, 170517",Ecuador,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,112247832,"School of Computing and Information Science, Orono, ME, United States",United States,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,103936965,"Kno.e.sis Center, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",United States,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,114027201,"Division of Epidemiology, 8701 Watertown Plank Road, Milwaukee, WI, United States, 53226",United States,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,104475822,"Marine Science Institute, Santa Barbara, CA, United States, 93106-0001",United States,1
Japan,"Department of Mechanical Engineering, 1-501 Shiogamaguchi, Nagoya, Aichi, Japan, 468-8502",112270602,123092846,"Department of Mechanical Systems Engineering, 1-501 Shiogamaguchi, Nagoya, Aichi, Japan, 468-8502",Japan,1
Japan,"Department of Micro-Nano Mechanical Science and Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",103051948,108558087,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",Indonesia,1
Japan,"Department of Micro-Nano Mechanical Science and Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",103051948,60025272,"University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Tokyo, Japan, 113-8654",Japan,1
Japan,"Department of Micro-Nano Mechanical Science and Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",103051948,118365643,"Kampus Baru UI Depok, Depok, Java, Indonesia, 16424",Indonesia,1
Japan,"Department of Micro-Nano Mechanical Science and Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",103051948,113882551,"Department of Electrical Engineering, Gedung Rektorat Lantai 2, Surabaya, East Java, Indonesia, 60111",Indonesia,1
Japan,"Department of Micro-Nano Mechanical Science and Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",103051948,113108788,"Graduate School of Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",Japan,1
Japan,"Department of Micro-Nano Mechanical Science and Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",103051948,123092846,"Department of Mechanical Systems Engineering, 1-501 Shiogamaguchi, Nagoya, Aichi, Japan, 468-8502",Japan,1
Japan,"Department of Micro-Nano Systems Engineering, Furo-cho, Chikusa-ku, Nagoya, Aichi, Japan, 464-8601",103051699,108558087,"Faculty of Computer Science, Depok, Java, Indonesia, 16424",Indonesia,1
Netherlands,"Utrecht University, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",60007989,103441118,"Department of Information and Computing Sciences, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",Netherlands,1
Netherlands,"Utrecht University, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",60007989,105458996,"Department of Computer Science, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",Netherlands,1
Spain,"Universitat Politècnica de València, Camino de Vera, Valencia, Valencia, Spain, 46022",60011476,103441118,"Department of Information and Computing Sciences, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",Netherlands,1
Spain,"Universitat Politècnica de València, Camino de Vera, Valencia, Valencia, Spain, 46022",60011476,105458996,"Department of Computer Science, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",Netherlands,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,104476028,"Institute for Social, Santa Barbara, CA, United States, 93106-0001",United States,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,113854098,"Department of Geography, Santa Barbara, CA, United States, 93106-0001",United States,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,104476024,"Bren School of Environmental Science and Management, Santa Barbara, CA, United States, 93106-0001",United States,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,60004505,"US EPA National Risk Management Research Laboratory, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,60019778,"European Organization for Nuclear Research, Geneva, GE, Switzerland, 1211",Switzerland,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,60000762,"Humboldt-Universität zu Berlin, Unter den Linden 6, Berlin, Germany, 10099",Germany,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,60030168,"Helsinki Institute of Physics, Gustaf Hallstromin katu 2, Helsinki, Finland, 14",Finland,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,60013881,"Fermi National Accelerator Laboratory, Kirk Road and Pine Street, Batavia, IL, United States, 60510-5011",United States,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,60015481,"University of Washington, Seattle, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",United States,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,60022134,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",Denmark,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,120246201,"Institute of Habitat Science, Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, , Quito, Ecuador, Ecuador, 170517",Ecuador,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,103097537,"Environmental Systems Analysis, Maskingränd 2, Göteborg, Vastra Gotalands, Sweden, 412 96",Sweden,1
United States,"Wright State University, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",60018306,103268808,"Office of Research and Development, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,103097537,"Environmental Systems Analysis, Maskingränd 2, Göteborg, Vastra Gotalands, Sweden, 412 96",Sweden,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,103268808,"Office of Research and Development, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,104475822,"Marine Science Institute, Santa Barbara, CA, United States, 93106-0001",United States,1
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,60013881,"Fermi National Accelerator Laboratory, Kirk Road and Pine Street, Batavia, IL, United States, 60510-5011",United States,1
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,60022134,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",Denmark,1
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,120246201,"Institute of Habitat Science, Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, , Quito, Ecuador, Ecuador, 170517",Ecuador,1
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,103097537,"Environmental Systems Analysis, Maskingränd 2, Göteborg, Vastra Gotalands, Sweden, 412 96",Sweden,1
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,103268808,"Office of Research and Development, 26 Martin Luther King Drive, Cincinnati, OH, United States, 45268",United States,1
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,103936965,"Kno.e.sis Center, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",United States,1
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,112247832,"School of Computing and Information Science, Orono, ME, United States",United States,1
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,103441304,"Department of Human Geography and Spatial Planning, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",Netherlands,1
United States,"University of Notre Dame, Notre Dame, IN, United States",60021508,60019778,"European Organization for Nuclear Research, Geneva, GE, Switzerland, 1211",Switzerland,1
United States,"University of Notre Dame, Notre Dame, IN, United States",60021508,60000762,"Humboldt-Universität zu Berlin, Unter den Linden 6, Berlin, Germany, 10099",Germany,1
United States,"University of Notre Dame, Notre Dame, IN, United States",60021508,60030168,"Helsinki Institute of Physics, Gustaf Hallstromin katu 2, Helsinki, Finland, 14",Finland,1
United States,"University of Notre Dame, Notre Dame, IN, United States",60021508,60013881,"Fermi National Accelerator Laboratory, Kirk Road and Pine Street, Batavia, IL, United States, 60510-5011",United States,1
United States,"University of Notre Dame, Notre Dame, IN, United States",60021508,60015481,"University of Washington, Seattle, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",United States,1
United States,"University of Notre Dame, Notre Dame, IN, United States",60021508,120368546,"RDA US Advisory Group, Troy, NY, United States",United States,1
United States,"University of Notre Dame, Notre Dame, IN, United States",60021508,103936965,"Kno.e.sis Center, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",United States,1
United States,"University of Notre Dame, Notre Dame, IN, United States",60021508,112247832,"School of Computing and Information Science, Orono, ME, United States",United States,1
United States,"School of Architecture, Notre Dame, IN, United States",104100824,120368546,"RDA US Advisory Group, Troy, NY, United States",United States,1
United States,"School of Architecture, Notre Dame, IN, United States",104100824,103936965,"Kno.e.sis Center, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",United States,1
United States,"School of Architecture, Notre Dame, IN, United States",104100824,112247832,"School of Computing and Information Science, Orono, ME, United States",United States,1
Sweden,"Linköpings universitet, Linkoping, Östergötland, Sweden, 581 83",60009358,60003038,"Notre Dame of Maryland University, 4701 North Charles Street, Baltimore, MD, United States, 21210",United States,1
United States,"Notre Dame of Maryland University, 4701 North Charles Street, Baltimore, MD, United States, 21210",60003038,104475822,"Marine Science Institute, Santa Barbara, CA, United States, 93106-0001",United States,1
United States,"Notre Dame of Maryland University, 4701 North Charles Street, Baltimore, MD, United States, 21210",60003038,114027201,"Division of Epidemiology, 8701 Watertown Plank Road, Milwaukee, WI, United States, 53226",United States,1
United States,"Department of Geography, Knoxville, TN, United States",100261271,103496990,"Department of Geography, Malet Street, Bloomsbury, London, United Kingdom, WC1E 7HX",United Kingdom,1
United States,"Department of Geography, Knoxville, TN, United States",100261271,60022134,"Aalborg Universitet, Fredrik Bajers Vej 5, Postboks 159, Aalborg, Denmark, 9100",Denmark,1
United States,"Department of Geography, Knoxville, TN, United States",100261271,120246201,"Institute of Habitat Science, Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, , Quito, Ecuador, Ecuador, 170517",Ecuador,1
United States,"Department of Geography, Knoxville, TN, United States",100261271,103097537,"Environmental Systems Analysis, Maskingränd 2, Göteborg, Vastra Gotalands, Sweden, 412 96",Sweden,1
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,60015481,"University of Washington, Seattle, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",United States,1
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,60030168,"Helsinki Institute of Physics, Gustaf Hallstromin katu 2, Helsinki, Finland, 14",Finland,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,114027201,"Division of Epidemiology, 8701 Watertown Plank Road, Milwaukee, WI, United States, 53226",United States,1
United States,"Center for Research Computing, Notre Dame, IN, United States",104100909,60000762,"Humboldt-Universität zu Berlin, Unter den Linden 6, Berlin, Germany, 10099",Germany,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,103936965,"Kno.e.sis Center, 3640 Colonel Glenn Hwy, Dayton, OH, United States, 45435-0001",United States,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,112247832,"School of Computing and Information Science, Orono, ME, United States",United States,1
United States,"STKO Lab, Santa Barbara, CA, United States, 93106-0001",114186060,103441304,"Department of Human Geography and Spatial Planning, Bestuursgebouw, Heidelberglaan 8, Utrecht, Utrecht, Netherlands, 3584 CS",Netherlands,1
Sweden,"Department of Computer and Information Science, Linkoping, Östergötland, Sweden, 581 83",113868064,112824287,"Department of Computer Science, pl. Marii Skodowskiej-Curie 5, Poznan, WP, Poland, 60-965",Poland,1
Sweden,"Department of Computer and Information Science, Linkoping, Östergötland, Sweden, 581 83",113868064,107857354,"STLab, Via S. Martino della Battaglia 44, Rome, RM, Italy, 185",Italy,1
Sweden,"Department of Computer and Information Science, Linkoping, Östergötland, Sweden, 581 83",113868064,113659408,"Department of Computer Science, University Offices, Wellington Square, Oxford, Oxfordshire, United Kingdom, OX1 2JD",United Kingdom,1
Poland,"Department of Computer Science, pl. Marii Skodowskiej-Curie 5, Poznan, WP, Poland, 60-965",112824287,107857354,"STLab, Via S. Martino della Battaglia 44, Rome, RM, Italy, 185",Italy,1
Poland,"Department of Computer Science, pl. Marii Skodowskiej-Curie 5, Poznan, WP, Poland, 60-965",112824287,113659408,"Department of Computer Science, University Offices, Wellington Square, Oxford, Oxfordshire, United Kingdom, OX1 2JD",United Kingdom,1
Italy,"STLab, Via S. Martino della Battaglia 44, Rome, RM, Italy, 185",107857354,113659408,"Department of Computer Science, University Offices, Wellington Square, Oxford, Oxfordshire, United Kingdom, OX1 2JD",United Kingdom,1
United Kingdom,"Department of Computer Science, University Offices, Wellington Square, Oxford, Oxfordshire, United Kingdom, OX1 2JD",113659408,60009358,"Linköpings universitet, Linkoping, Östergötland, Sweden, 581 83",Sweden,1
United Kingdom,"Department of Computer Science, University Offices, Wellington Square, Oxford, Oxfordshire, United Kingdom, OX1 2JD",113659408,60003038,"Notre Dame of Maryland University, 4701 North Charles Street, Baltimore, MD, United States, 21210",United States,1
Germany,"Knowledge-Based Systems Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",122698746,60021508,"University of Notre Dame, Notre Dame, IN, United States",United States,1
Germany,"Knowledge-Based Systems Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",122698746,60019778,"European Organization for Nuclear Research, Geneva, GE, Switzerland, 1211",Switzerland,1
Germany,"Knowledge-Based Systems Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",122698746,60000762,"Humboldt-Universität zu Berlin, Unter den Linden 6, Berlin, Germany, 10099",Germany,1
Germany,"Knowledge-Based Systems Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",122698746,60030168,"Helsinki Institute of Physics, Gustaf Hallstromin katu 2, Helsinki, Finland, 14",Finland,1
Germany,"Knowledge-Based Systems Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",122698746,60013881,"Fermi National Accelerator Laboratory, Kirk Road and Pine Street, Batavia, IL, United States, 60510-5011",United States,1
Germany,"Knowledge-Based Systems Group, Nöthnitzer Strasse 43, Dresden, Sachsen, Germany, 1187",122698746,60015481,"University of Washington, Seattle, Odegaard Library 022 Odegaard, Seattle, WA, United States, 98195-5502",United States,1
