dosen_fasilkom,h_index,full_name,id_author,keyword,sum_paper
yes,1,Arlisa Yuliawati,55625316600,information systems,1
yes,6,Alfan Farizki Wicaksono,55522888300,compensation scheme,1
yes,6,Alfan Farizki Wicaksono,55522888300,extension of hmm,1
yes,6,Yudho Giri Sucahyo,6507465058,trust,1
yes,6,Yudho Giri Sucahyo,6507465058,sem,1
yes,6,Yudho Giri Sucahyo,6507465058,tam,1
yes,6,Yudho Giri Sucahyo,6507465058,pls,1
yes,6,Yudho Giri Sucahyo,6507465058,project management,1
yes,6,Yudho Giri Sucahyo,6507465058,strategy,1
yes,6,Yudho Giri Sucahyo,6507465058,analytical hierarchy process,1
yes,6,Yudho Giri Sucahyo,6507465058,enterprise architecture,1
yes,6,Yudho Giri Sucahyo,6507465058,mobile application,1
yes,6,Yudho Giri Sucahyo,6507465058,structural equation modeling,1
yes,6,Yudho Giri Sucahyo,6507465058,enterprise resource planning,1
yes,6,Yudho Giri Sucahyo,6507465058,motivation,1
yes,6,Yudho Giri Sucahyo,6507465058,maturity level,1
yes,6,Yudho Giri Sucahyo,6507465058,research,1
yes,6,Yudho Giri Sucahyo,6507465058,principal component analysis,1
yes,6,Yudho Giri Sucahyo,6507465058,security,1
yes,6,Yudho Giri Sucahyo,6507465058,erp,1
yes,6,Yudho Giri Sucahyo,6507465058,svm,1
yes,6,Yudho Giri Sucahyo,6507465058,pattern recognition,1
yes,6,Yudho Giri Sucahyo,6507465058,knowledge,1
yes,6,Yudho Giri Sucahyo,6507465058,knowledge sharing,1
yes,6,Yudho Giri Sucahyo,6507465058,purchase intention,1
yes,6,Yudho Giri Sucahyo,6507465058,ahp,1
yes,6,Yudho Giri Sucahyo,6507465058,service quality,1
yes,6,Yudho Giri Sucahyo,6507465058,classification (of information),1
yes,6,Alfan Farizki Wicaksono,55522888300,user-generated content,1
yes,6,Alfan Farizki Wicaksono,55522888300,training corpus,1
yes,6,Alfan Farizki Wicaksono,55522888300,polarity classification,1
yes,6,Alfan Farizki Wicaksono,55522888300,language technology,1
yes,6,Alfan Farizki Wicaksono,55522888300,natural language,1
yes,6,Alfan Farizki Wicaksono,55522888300,adaptive,1
yes,6,Alfan Farizki Wicaksono,55522888300,average precision,1
yes,6,Alfan Farizki Wicaksono,55522888300,adaptive metric,1
yes,6,Alfan Farizki Wicaksono,55522888300,vector representation,1
yes,6,Alfan Farizki Wicaksono,55522888300,relation tuple similarity,1
yes,6,Alfan Farizki Wicaksono,55522888300,open-domain relation tuple,1
yes,6,Alfan Farizki Wicaksono,55522888300,interaction logs,1
yes,6,Alfan Farizki Wicaksono,55522888300,user action,1
yes,6,Alfan Farizki Wicaksono,55522888300,system designers,1
yes,6,Alfan Farizki Wicaksono,55522888300,new options,1
yes,6,Alfan Farizki Wicaksono,55522888300,peer-to-peer accommodation,1
yes,6,Alfan Farizki Wicaksono,55522888300,e-learning application,1
yes,6,Alfan Farizki Wicaksono,55522888300,computational model,1
yes,6,Alfan Farizki Wicaksono,55522888300,sentence classifications,1
yes,6,Alfan Farizki Wicaksono,55522888300,recurrent neural network (rnns),1
yes,6,Alfan Farizki Wicaksono,55522888300,binary classification,1
yes,6,Alfan Farizki Wicaksono,55522888300,character recognition,1
yes,6,Alfan Farizki Wicaksono,55522888300,relation extraction,1
yes,6,Alfan Farizki Wicaksono,55522888300,precision,1
yes,6,Alfan Farizki Wicaksono,55522888300,user behavior,1
yes,6,Alfan Farizki Wicaksono,55522888300,distributional semantics,1
yes,6,Alfan Farizki Wicaksono,55522888300,mutual informations,1
yes,6,Alfan Farizki Wicaksono,55522888300,classifier models,1
yes,6,Alfan Farizki Wicaksono,55522888300,restaurant reviews,1
yes,6,Alfan Farizki Wicaksono,55522888300,baseline systems,1
yes,6,Alfan Farizki Wicaksono,55522888300,twitter data analysis,1
yes,6,Alfan Farizki Wicaksono,55522888300,twitter based election prediction,1
yes,6,Alfan Farizki Wicaksono,55522888300,election prediction,1
yes,6,Alfan Farizki Wicaksono,55522888300,buzzer detection,1
yes,6,Alfan Farizki Wicaksono,55522888300,two stage approach,1
yes,6,Alfan Farizki Wicaksono,55522888300,emotion detection,1
yes,6,Alfan Farizki Wicaksono,55522888300,emotion analysis,1
yes,6,Alfan Farizki Wicaksono,55522888300,natural language processing toolkit,1
yes,6,Alfan Farizki Wicaksono,55522888300,indonesia language,1
yes,6,Alfan Farizki Wicaksono,55522888300,inanlp,1
yes,6,Alfan Farizki Wicaksono,55522888300,time step,1
yes,6,Alfan Farizki Wicaksono,55522888300,output layer,1
yes,6,Alfan Farizki Wicaksono,55522888300,neighboring information,1
yes,6,Alfan Farizki Wicaksono,55522888300,machine learning models,1
yes,6,Alfan Farizki Wicaksono,55522888300,bins,1
yes,6,Alfan Farizki Wicaksono,55522888300,word level,1
yes,6,Alfan Farizki Wicaksono,55522888300,microblogs,1
yes,6,Alfan Farizki Wicaksono,55522888300,baseline models,1
yes,6,Alfan Farizki Wicaksono,55522888300,unsupervised approaches,1
yes,6,Alfan Farizki Wicaksono,55522888300,under-resourced,1
yes,6,Yudho Giri Sucahyo,6507465058,database systems,1
yes,6,Yudho Giri Sucahyo,6507465058,learning style,1
yes,6,Yudho Giri Sucahyo,6507465058,societies and institutions,1
yes,6,Yudho Giri Sucahyo,6507465058,knowledge management adoption,1
yes,6,Yudho Giri Sucahyo,6507465058,personal,1
yes,6,Yudho Giri Sucahyo,6507465058,organization,1
yes,6,Yudho Giri Sucahyo,6507465058,environment,1
yes,6,Yudho Giri Sucahyo,6507465058,decision-making trial and evaluation laboratory,1
yes,6,Yudho Giri Sucahyo,6507465058,costs and risks,1
yes,6,Yudho Giri Sucahyo,6507465058,cloud adoption,1
yes,6,Yudho Giri Sucahyo,6507465058,bocr,1
yes,6,Yudho Giri Sucahyo,6507465058,organizational learning,1
yes,6,Yudho Giri Sucahyo,6507465058,non-financial performance,1
yes,6,Yudho Giri Sucahyo,6507465058,make award,1
yes,6,Yudho Giri Sucahyo,6507465058,quality factor,1
yes,6,Yudho Giri Sucahyo,6507465058,mobile payment,1
yes,6,Yudho Giri Sucahyo,6507465058,ahp information systems,1
yes,6,Yudho Giri Sucahyo,6507465058,digital labor,1
yes,6,Yudho Giri Sucahyo,6507465058,information and communication technologies,1
yes,6,Yudho Giri Sucahyo,6507465058,error analysis,1
yes,6,Yudho Giri Sucahyo,6507465058,efficiency,1
yes,6,Yudho Giri Sucahyo,6507465058,network,1
yes,6,Yudho Giri Sucahyo,6507465058,roadmap,1
yes,6,Yudho Giri Sucahyo,6507465058,ncs,1
yes,6,Yudho Giri Sucahyo,6507465058,government agencies,1
yes,6,Yudho Giri Sucahyo,6507465058,e-government implementation,1
yes,6,Yudho Giri Sucahyo,6507465058,toe framework,1
yes,6,Yudho Giri Sucahyo,6507465058,word of mouth,1
yes,6,Yudho Giri Sucahyo,6507465058,consulting companies,1
yes,6,Yudho Giri Sucahyo,6507465058,employees,1
yes,6,Yudho Giri Sucahyo,6507465058,management science,1
yes,6,Yudho Giri Sucahyo,6507465058,least squares approximations,1
yes,6,Yudho Giri Sucahyo,6507465058,healthcare organization,1
yes,6,Yudho Giri Sucahyo,6507465058,metadata schema,1
yes,6,Yudho Giri Sucahyo,6507465058,commonkads,1
yes,6,Yudho Giri Sucahyo,6507465058,m-government,1
yes,6,Yudho Giri Sucahyo,6507465058,employee participation,1
yes,6,Yudho Giri Sucahyo,6507465058,ethnophytomedicine,1
yes,6,Yudho Giri Sucahyo,6507465058,e-learning personalization,1
yes,6,Yudho Giri Sucahyo,6507465058,operationalization,1
yes,6,Yudho Giri Sucahyo,6507465058,creativity,1
yes,6,Yudho Giri Sucahyo,6507465058,itposmo,1
yes,6,Yudho Giri Sucahyo,6507465058,realization,1
yes,6,Yudho Giri Sucahyo,6507465058,validation,1
yes,6,Yudho Giri Sucahyo,6507465058,socio-techincal,1
yes,6,Yudho Giri Sucahyo,6507465058,mental health,1
yes,6,Yudho Giri Sucahyo,6507465058,fuzzy anp,1
yes,6,Yudho Giri Sucahyo,6507465058,erp readiness assessment,1
yes,6,Yudho Giri Sucahyo,6507465058,erp readiness,1
yes,6,Yudho Giri Sucahyo,6507465058,anp,1
yes,6,Yudho Giri Sucahyo,6507465058,analytic network process,1
yes,6,Yudho Giri Sucahyo,6507465058,e-health,1
yes,6,Yudho Giri Sucahyo,6507465058,schema,1
yes,6,Yudho Giri Sucahyo,6507465058,organizational cultures,1
yes,6,Yudho Giri Sucahyo,6507465058,combination,1
yes,6,Yudho Giri Sucahyo,6507465058,formal logic,1
yes,6,Yudho Giri Sucahyo,6507465058,definition,1
yes,6,Yudho Giri Sucahyo,6507465058,data privacy,1
yes,6,Yudho Giri Sucahyo,6507465058,risk management,1
yes,6,Yudho Giri Sucahyo,6507465058,small and medium enterprise,1
yes,6,Yudho Giri Sucahyo,6507465058,technology,1
yes,6,Yudho Giri Sucahyo,6507465058,risk,1
yes,6,Yudho Giri Sucahyo,6507465058,intention,1
yes,6,Yudho Giri Sucahyo,6507465058,benefits,1
yes,6,Yudho Giri Sucahyo,6507465058,opportunity,1
yes,6,Yudho Giri Sucahyo,6507465058,usability,1
yes,6,Yudho Giri Sucahyo,6507465058,expert judgment,1
yes,6,Yudho Giri Sucahyo,6507465058,forestry,1
yes,6,Yudho Giri Sucahyo,6507465058,data reduction,1
yes,6,Yudho Giri Sucahyo,6507465058,e-governments,1
yes,6,Yudho Giri Sucahyo,6507465058,trees (mathematics),1
yes,6,Yudho Giri Sucahyo,6507465058,organizational culture,1
yes,6,Yudho Giri Sucahyo,6507465058,sme,1
yes,6,Yudho Giri Sucahyo,6507465058,utaut,1
yes,6,Yudho Giri Sucahyo,6507465058,csfs,1
yes,6,Yudho Giri Sucahyo,6507465058,human resource management,1
yes,6,Yudho Giri Sucahyo,6507465058,interoperability,1
yes,6,Yudho Giri Sucahyo,6507465058,partial least square (pls),1
yes,6,Yudho Giri Sucahyo,6507465058,automatic detection,1
yes,6,Yudho Giri Sucahyo,6507465058,cyber security,1
yes,6,Yudho Giri Sucahyo,6507465058,socio-technical,1
yes,6,Yudho Giri Sucahyo,6507465058,socialization,1
yes,6,Yudho Giri Sucahyo,6507465058,internalization,1
yes,6,Yudho Giri Sucahyo,6507465058,externalization,1
yes,6,Yudho Giri Sucahyo,6507465058,knowledge-based system,1
yes,6,Yudho Giri Sucahyo,6507465058,top management support,1
yes,6,Yudho Giri Sucahyo,6507465058,knowledge management implementations,1
yes,6,Yudho Giri Sucahyo,6507465058,e-government applications,1
yes,6,Yudho Giri Sucahyo,6507465058,set theory,1
yes,6,Yudho Giri Sucahyo,6507465058,performance comparison,1
yes,6,Yudho Giri Sucahyo,6507465058,cost,1
yes,6,Yudho Giri Sucahyo,6507465058,benefit,1
yes,6,Yudho Giri Sucahyo,6507465058,perception,1
yes,6,Yudho Giri Sucahyo,6507465058,software as a service,1
yes,6,Yudho Giri Sucahyo,6507465058,saas,1
yes,6,Yudho Giri Sucahyo,6507465058,opportunities,1
yes,6,Yudho Giri Sucahyo,6507465058,dematel,1
yes,6,Yudho Giri Sucahyo,6507465058,tpe framework,1
yes,6,Yudho Giri Sucahyo,6507465058,information security awareness,1
yes,6,Yudho Giri Sucahyo,6507465058,maturity model,1
yes,6,Yudho Giri Sucahyo,6507465058,clustering algorithms,1
yes,10,Aniati Murni Arymurthy,36815724000,human,1
yes,10,Aniati Murni Arymurthy,36815724000,trees (mathematics),1
yes,10,Aniati Murni Arymurthy,36815724000,multisensor fusion,1
yes,10,Aniati Murni Arymurthy,36815724000,flow,1
yes,10,Aniati Murni Arymurthy,36815724000,bag of visual words,1
yes,10,Aniati Murni Arymurthy,36815724000,face distance estimation,1
yes,10,Aniati Murni Arymurthy,36815724000,signal compression,1
yes,10,Aniati Murni Arymurthy,36815724000,wave speed,1
yes,10,Aniati Murni Arymurthy,36815724000,virtual detection zone,1
yes,10,Aniati Murni Arymurthy,36815724000,non intrusive sensor,1
yes,10,Aniati Murni Arymurthy,36815724000,macroscopic model,1
yes,10,Aniati Murni Arymurthy,36815724000,jam density,1
yes,10,Aniati Murni Arymurthy,36815724000,fundamental diagram,1
yes,10,Aniati Murni Arymurthy,36815724000,free flow speed,1
yes,10,Aniati Murni Arymurthy,36815724000,density,1
yes,10,Aniati Murni Arymurthy,36815724000,segmentation methods,1
yes,10,Aniati Murni Arymurthy,36815724000,critical jam,1
yes,10,Aniati Murni Arymurthy,36815724000,capacity,1
yes,10,Aniati Murni Arymurthy,36815724000,dance motion recognition and scoring,1
yes,10,Aniati Murni Arymurthy,36815724000,smartphone-photo,1
yes,10,Aniati Murni Arymurthy,36815724000,metaheuristic algorithm,1
yes,10,Aniati Murni Arymurthy,36815724000,real-time,1
yes,10,Aniati Murni Arymurthy,36815724000,agriculture,1
yes,10,Aniati Murni Arymurthy,36815724000,web-based system,1
yes,10,Aniati Murni Arymurthy,36815724000,government officials,1
yes,10,Aniati Murni Arymurthy,36815724000,gis-based,1
yes,10,Aniati Murni Arymurthy,36815724000,ikonos,1
yes,10,Aniati Murni Arymurthy,36815724000,integrated visual vocabulary,1
yes,10,Aniati Murni Arymurthy,36815724000,scene classification,1
yes,10,Aniati Murni Arymurthy,36815724000,region of interest (roi),1
yes,10,Aniati Murni Arymurthy,36815724000,gray level co occurrence matrix(glcm),1
yes,10,Aniati Murni Arymurthy,36815724000,graph cut,1
yes,10,Aniati Murni Arymurthy,36815724000,features sets,1
yes,10,Aniati Murni Arymurthy,36815724000,syntactic model,1
yes,10,Aniati Murni Arymurthy,36815724000,dance motion recognition,1
yes,10,Aniati Murni Arymurthy,36815724000,orchid,1
yes,10,Aniati Murni Arymurthy,36815724000,hsv color,1
yes,10,Aniati Murni Arymurthy,36815724000,flower image retrieval,1
yes,10,Aniati Murni Arymurthy,36815724000,centroid contour distance,1
yes,10,Aniati Murni Arymurthy,36815724000,muzzle pattern,1
yes,10,Aniati Murni Arymurthy,36815724000,matching refinement,1
yes,10,Aniati Murni Arymurthy,36815724000,beef cattle identification,1
yes,10,Aniati Murni Arymurthy,36815724000,support vector machine classifiers,1
yes,10,Aniati Murni Arymurthy,36815724000,orthogonal plane,1
yes,10,Aniati Murni Arymurthy,36815724000,mild cognitive impairments (mci),1
yes,10,Aniati Murni Arymurthy,36815724000,magnetic resonance images (mri),1
yes,10,Aniati Murni Arymurthy,36815724000,local binary patterns,1
yes,10,Aniati Murni Arymurthy,36815724000,alzheimer's disease,1
yes,10,Aniati Murni Arymurthy,36815724000,alzheimer's,1
yes,10,Aniati Murni Arymurthy,36815724000,neurodegenerative diseases,1
yes,10,Aniati Murni Arymurthy,36815724000,magnetic resonance imaging,1
yes,10,Aniati Murni Arymurthy,36815724000,decision support system (dss),1
yes,10,Aniati Murni Arymurthy,36815724000,quality services,1
yes,10,Aniati Murni Arymurthy,36815724000,number of datum,1
yes,10,Aniati Murni Arymurthy,36815724000,half-join,1
yes,10,Aniati Murni Arymurthy,36815724000,optimization techniques,1
yes,10,Aniati Murni Arymurthy,36815724000,meta-heuristic methods,1
yes,10,Aniati Murni Arymurthy,36815724000,meta heuristic algorithm,1
yes,10,Aniati Murni Arymurthy,36815724000,machine learning techniques,1
yes,10,Aniati Murni Arymurthy,36815724000,implementation strategies,1
yes,10,Aniati Murni Arymurthy,36815724000,differential evolution,1
yes,10,Aniati Murni Arymurthy,36815724000,convolution neural network,1
yes,10,Aniati Murni Arymurthy,36815724000,classifier,1
yes,10,Aniati Murni Arymurthy,36815724000,sequential forward floating selection,1
yes,10,Aniati Murni Arymurthy,36815724000,feature reduction,1
yes,10,Aniati Murni Arymurthy,36815724000,batik retrieval,1
yes,10,Aniati Murni Arymurthy,36815724000,shallow learning,1
yes,10,Aniati Murni Arymurthy,36815724000,insufficiently supported argument,1
yes,10,Aniati Murni Arymurthy,36815724000,knowledge management solution,1
yes,10,Aniati Murni Arymurthy,36815724000,foundation,1
yes,10,Aniati Murni Arymurthy,36815724000,spectral method,1
yes,10,Aniati Murni Arymurthy,36815724000,short-term model-free tracking,1
yes,10,Aniati Murni Arymurthy,36815724000,optimal particle filter,1
yes,10,Aniati Murni Arymurthy,36815724000,bayesian framework,1
yes,10,Aniati Murni Arymurthy,36815724000,spatial data,1
yes,10,Aniati Murni Arymurthy,36815724000,fast food restaurant,1
yes,10,Aniati Murni Arymurthy,36815724000,physiology,1
yes,10,Aniati Murni Arymurthy,36815724000,symmetrical,1
yes,10,Aniati Murni Arymurthy,36815724000,model prediction,1
yes,10,Aniati Murni Arymurthy,36815724000,mental health,1
yes,10,Aniati Murni Arymurthy,36815724000,junior high schools,1
yes,10,Aniati Murni Arymurthy,36815724000,geographic areas,1
yes,10,Aniati Murni Arymurthy,36815724000,technical evaluation,1
yes,10,Aniati Murni Arymurthy,36815724000,segmentation techniques,1
yes,10,Aniati Murni Arymurthy,36815724000,segmentation algorithms,1
yes,10,Aniati Murni Arymurthy,36815724000,local consistency,1
yes,10,Aniati Murni Arymurthy,36815724000,image segmentation algorithm,1
yes,10,Aniati Murni Arymurthy,36815724000,boundary matching,1
yes,10,Aniati Murni Arymurthy,36815724000,image matching,1
yes,10,Aniati Murni Arymurthy,36815724000,voting,1
yes,10,Aniati Murni Arymurthy,36815724000,e-livestock indonesia,1
yes,10,Aniati Murni Arymurthy,36815724000,cattle,1
yes,10,Aniati Murni Arymurthy,36815724000,simulated annealing algorithm,1
yes,10,Aniati Murni Arymurthy,36815724000,csh,1
yes,10,Aniati Murni Arymurthy,36815724000,casa,1
yes,10,Aniati Murni Arymurthy,36815724000,abrupt motion tracking,1
yes,10,Aniati Murni Arymurthy,36815724000,image contrast enhancement,1
yes,10,Aniati Murni Arymurthy,36815724000,chaotic sequences,1
yes,10,Aniati Murni Arymurthy,36815724000,adaptive differential evolution,1
yes,10,Aniati Murni Arymurthy,36815724000,content based image retrieval feature fusion,1
yes,10,Aniati Murni Arymurthy,36815724000,batik motif retrieval system,1
yes,10,Aniati Murni Arymurthy,36815724000,rgb colors,1
yes,10,Aniati Murni Arymurthy,36815724000,distance measure,1
yes,10,Aniati Murni Arymurthy,36815724000,multiple object tracking,1
yes,10,Aniati Murni Arymurthy,36815724000,optimal selection,1
yes,10,Aniati Murni Arymurthy,36815724000,failure factors,1
yes,10,Aniati Murni Arymurthy,36815724000,signal denoising,1
yes,10,Aniati Murni Arymurthy,36815724000,noise pollution control,1
yes,10,Aniati Murni Arymurthy,36815724000,mean square error,1
yes,10,Aniati Murni Arymurthy,36815724000,wavelet thresholding,1
yes,10,Aniati Murni Arymurthy,36815724000,wavelet domain,1
yes,10,Aniati Murni Arymurthy,36815724000,visual inspection,1
yes,10,Aniati Murni Arymurthy,36815724000,thresholding,1
yes,10,Aniati Murni Arymurthy,36815724000,stationary wavelet transforms,1
yes,10,Aniati Murni Arymurthy,36815724000,soft threshold,1
yes,10,Aniati Murni Arymurthy,36815724000,neighbourhood,1
yes,10,Aniati Murni Arymurthy,36815724000,keypoint,1
yes,10,Aniati Murni Arymurthy,36815724000,minimax,1
yes,10,Aniati Murni Arymurthy,36815724000,hard thresholding,1
yes,10,Aniati Murni Arymurthy,36815724000,de-noising,1
yes,10,Aniati Murni Arymurthy,36815724000,de-noised signals,1
yes,10,Aniati Murni Arymurthy,36815724000,statistical properties,1
yes,10,Aniati Murni Arymurthy,36815724000,roc curves,1
yes,10,Aniati Murni Arymurthy,36815724000,over sampling,1
yes,10,Aniati Murni Arymurthy,36815724000,multinomials,1
yes,10,Aniati Murni Arymurthy,36815724000,medical data,1
yes,10,Aniati Murni Arymurthy,36815724000,dirichlet process,1
yes,10,Aniati Murni Arymurthy,36815724000,focus groups,1
yes,10,Aniati Murni Arymurthy,36815724000,soft systems,1
yes,10,Aniati Murni Arymurthy,36815724000,availability and accessibility,1
yes,10,Aniati Murni Arymurthy,36815724000,nonlinearity,1
yes,10,Aniati Murni Arymurthy,36815724000,landsat tm,1
yes,10,Aniati Murni Arymurthy,36815724000,joint pair approach,1
yes,10,Aniati Murni Arymurthy,36815724000,erts-1,1
yes,10,Aniati Murni Arymurthy,36815724000,co-occurrence matrix features,1
yes,10,Aniati Murni Arymurthy,36815724000,augmented-vector approach,1
yes,10,Aniati Murni Arymurthy,36815724000,land use pattern,1
yes,10,Aniati Murni Arymurthy,36815724000,classification model,1
yes,10,Aniati Murni Arymurthy,36815724000,bi-temporal images,1
yes,10,Aniati Murni Arymurthy,36815724000,old document image,1
yes,10,Aniati Murni Arymurthy,36815724000,image restoration,1
yes,10,Aniati Murni Arymurthy,36815724000,visual arts,1
yes,10,Aniati Murni Arymurthy,36815724000,indonesian paintings,1
yes,10,Aniati Murni Arymurthy,36815724000,gabor wavelet,1
yes,10,Aniati Murni Arymurthy,36815724000,similarity criteria,1
yes,10,Aniati Murni Arymurthy,36815724000,optimum index factor,1
yes,10,Aniati Murni Arymurthy,36815724000,k-d tree,1
yes,10,Aniati Murni Arymurthy,36815724000,paranodes,1
yes,10,Aniati Murni Arymurthy,36815724000,nodes of ranvier,1
yes,10,Aniati Murni Arymurthy,36815724000,fusion,1
yes,10,Aniati Murni Arymurthy,36815724000,fluorescent,1
yes,10,Aniati Murni Arymurthy,36815724000,sleep apnea,1
yes,10,Aniati Murni Arymurthy,36815724000,dirichlet distributions,1
yes,10,Aniati Murni Arymurthy,36815724000,data partition,1
yes,10,Aniati Murni Arymurthy,36815724000,cumulative distribution function,1
yes,10,Aniati Murni Arymurthy,36815724000,slums detection,1
yes,10,Aniati Murni Arymurthy,36815724000,gini index,1
yes,10,Aniati Murni Arymurthy,36815724000,gabor filter,1
yes,10,Aniati Murni Arymurthy,36815724000,red blood cell,1
yes,10,Aniati Murni Arymurthy,36815724000,positive value,1
yes,10,Aniati Murni Arymurthy,36815724000,plasmodium parasites,1
yes,10,Aniati Murni Arymurthy,36815724000,double thresholding,1
yes,10,Aniati Murni Arymurthy,36815724000,detection methods,1
yes,10,Aniati Murni Arymurthy,36815724000,cells,1
yes,10,Aniati Murni Arymurthy,36815724000,blood,1
yes,10,Aniati Murni Arymurthy,36815724000,spatio-temporal dynamics,1
yes,10,Aniati Murni Arymurthy,36815724000,multiple linear regression analysis,1
yes,10,Aniati Murni Arymurthy,36815724000,land use and land cover,1
yes,10,Aniati Murni Arymurthy,36815724000,geo-spatial data,1
yes,10,Aniati Murni Arymurthy,36815724000,fire danger rating,1
yes,10,Aniati Murni Arymurthy,36815724000,clustering analysis,1
yes,10,Aniati Murni Arymurthy,36815724000,classification analysis,1
yes,10,Aniati Murni Arymurthy,36815724000,cellular automata modeling,1
yes,10,Aniati Murni Arymurthy,36815724000,linear regression,1
yes,10,Aniati Murni Arymurthy,36815724000,automata theory,1
yes,10,Aniati Murni Arymurthy,36815724000,potential features,1
yes,10,Aniati Murni Arymurthy,36815724000,matching score,1
yes,10,Aniati Murni Arymurthy,36815724000,greylevel co-occurrence probability (glcp),1
yes,10,Aniati Murni Arymurthy,36815724000,background segmentation,1
yes,10,Aniati Murni Arymurthy,36815724000,balancing techniques,1
yes,10,Aniati Murni Arymurthy,36815724000,human skin detection,1
yes,10,Aniati Murni Arymurthy,36815724000,time delay neural network,1
yes,10,Aniati Murni Arymurthy,36815724000,temporal pattern,1
yes,10,Aniati Murni Arymurthy,36815724000,sleep stages classification,1
yes,10,Aniati Murni Arymurthy,36815724000,expected benefits,1
yes,10,Aniati Murni Arymurthy,36815724000,skeleton descriptor,1
yes,10,Aniati Murni Arymurthy,36815724000,kinesthetic element,1
yes,10,Aniati Murni Arymurthy,36815724000,bali traditional dance,1
yes,10,Aniati Murni Arymurthy,36815724000,training example,1
yes,10,Aniati Murni Arymurthy,36815724000,set of rules,1
yes,10,Aniati Murni Arymurthy,36815724000,grammar inference,1
yes,10,Aniati Murni Arymurthy,36815724000,discriminative features,1
yes,10,Aniati Murni Arymurthy,36815724000,depth sensors,1
yes,10,Aniati Murni Arymurthy,36815724000,gray-level co-occurrence matrix,1
yes,10,Aniati Murni Arymurthy,36815724000,features extraction,1
yes,10,Aniati Murni Arymurthy,36815724000,digital image,1
yes,10,Aniati Murni Arymurthy,36815724000,meats,1
yes,10,Aniati Murni Arymurthy,36815724000,color image processing,1
yes,10,Aniati Murni Arymurthy,36815724000,typical application,1
yes,10,Aniati Murni Arymurthy,36815724000,texture descriptors,1
yes,10,Aniati Murni Arymurthy,36815724000,texture descriptor,1
yes,10,Aniati Murni Arymurthy,36815724000,race classification,1
yes,10,Aniati Murni Arymurthy,36815724000,siamese neural network,1
yes,10,Aniati Murni Arymurthy,36815724000,faster-rcnn,1
yes,10,Aniati Murni Arymurthy,36815724000,e-governments,1
yes,10,Aniati Murni Arymurthy,36815724000,three dimensional,1
yes,10,Aniati Murni Arymurthy,36815724000,social interactions,1
yes,10,Aniati Murni Arymurthy,36815724000,e-government systems,1
yes,10,Aniati Murni Arymurthy,36815724000,performance analysis,1
yes,10,Aniati Murni Arymurthy,36815724000,distribution functions,1
yes,10,Aniati Murni Arymurthy,36815724000,musculoskeletal system,1
yes,10,Aniati Murni Arymurthy,36815724000,performance comparison,1
yes,10,Aniati Murni Arymurthy,36815724000,cultural heritages,1
yes,10,Aniati Murni Arymurthy,36815724000,diagnosis,1
yes,10,Aniati Murni Arymurthy,36815724000,cellular automata,1
yes,10,Aniati Murni Arymurthy,36815724000,pattern matching,1
yes,10,Aniati Murni Arymurthy,36815724000,decision tree method,1
yes,10,Aniati Murni Arymurthy,36815724000,bioluminescence,1
yes,10,Aniati Murni Arymurthy,36815724000,computation time,1
yes,10,Aniati Murni Arymurthy,36815724000,quantitative evaluation,1
yes,10,Aniati Murni Arymurthy,36815724000,hough transform,1
yes,10,Aniati Murni Arymurthy,36815724000,convolutional neural networks (cnn),1
yes,10,Aniati Murni Arymurthy,36815724000,ssamc,1
yes,10,Aniati Murni Arymurthy,36815724000,search window,1
yes,10,Aniati Murni Arymurthy,36815724000,human sperm,1
yes,10,Aniati Murni Arymurthy,36815724000,neural networks (computer),1
yes,10,Aniati Murni Arymurthy,36815724000,simulated annealing,1
yes,10,Aniati Murni Arymurthy,36815724000,gis,1
yes,10,Aniati Murni Arymurthy,36815724000,soft systems methodology,1
yes,10,Aniati Murni Arymurthy,36815724000,geographic information system,1
yes,10,Aniati Murni Arymurthy,36815724000,hyperspectral,1
yes,10,Aniati Murni Arymurthy,36815724000,data acquisition,1
yes,10,Aniati Murni Arymurthy,36815724000,fishery data management,1
yes,10,Aniati Murni Arymurthy,36815724000,fisheries,1
yes,10,Aniati Murni Arymurthy,36815724000,integrated designs,1
yes,10,Aniati Murni Arymurthy,36815724000,integrated applications,1
yes,10,Aniati Murni Arymurthy,36815724000,information layers,1
yes,10,Aniati Murni Arymurthy,36815724000,fishery management,1
yes,10,Aniati Murni Arymurthy,36815724000,temporal aggregate,1
yes,10,Aniati Murni Arymurthy,36815724000,spatio-temporal clustering,1
yes,10,Aniati Murni Arymurthy,36815724000,potential fishing zone,1
yes,10,Aniati Murni Arymurthy,36815724000,grid-density based clustering,1
yes,10,Aniati Murni Arymurthy,36815724000,mobile documentation,1
yes,10,Aniati Murni Arymurthy,36815724000,fishing data management,1
yes,10,Aniati Murni Arymurthy,36815724000,e-fishing logbook,1
yes,10,Aniati Murni Arymurthy,36815724000,android application,1
yes,10,Aniati Murni Arymurthy,36815724000,spatio-temporal data mining,1
yes,10,Aniati Murni Arymurthy,36815724000,potential fishing zone (pfz),1
yes,10,Aniati Murni Arymurthy,36815724000,oceanographic characteristics,1
yes,10,Aniati Murni Arymurthy,36815724000,javanesse character recognition,1
yes,10,Aniati Murni Arymurthy,36815724000,children with autisms,1
yes,10,Aniati Murni Arymurthy,36815724000,on-machines,1
yes,10,Aniati Murni Arymurthy,36815724000,comparative study,1
