keywords,sum_paper
docker container,1
molecular modeling,1
virtual screening,1
request,1
server,1
tele-ecg,1
radar,1
transmitters,1
bistatic radars,1
carrier frequency,1
multi-path effect,1
targets detection,1
automatic target recognition,1
guard intervals,1
pilot carrier,1
signal-on,1
intelligent kmeans,1
anomaly detection,1
elliptical method,1
entropy method,1
bibliography,1
expertise,1
library catalogue,1
multi-domain ontology,1
semantic heterogeneity,1
multistatic radars,1
program processors,1
radar systems,1
association algorithms,1
central processor units,1
graphics processor units,1
matlab environment,1
parallel processing,1
parallel version,1
signal processing fields,1
approximation algorithms,1
e-health grid,1
topology,1
mathematics education,1
online group discussion,1
containers,1
high-availability,1
resilience,1
e-government grid,1
triple-factor,1
medical decision support systems,1
exhaustive search,1
ids,1
statistical approach,1
early warning system,1
interaction functions,1
large-scale monitoring,1
nearest neighborhood,1
real-time process,1
safety critical systems,1
search algorithms,1
search-based,1
sensors network,1
simple algorithm,1
sub-clusters,1
nuclear power plants,1
hybrid sensors,1
discrete-event simulation,1
fifo,1
grid computing,1
gridsim toolkit,1
indoedu-grid,1
scfq,1
data grid,1
e-culture,1
modelling,1
newton method,1
simulation models,1
nonlinear systems,1
ams subject classifications: 65l05,1
ivps,1
odes,1
runge-kutta methods,1
singualr point,1
singular problem,1
ckm,1
goals,1
key factor,1
business process model and notation (bpmn),1
complexity measures,1
cyclomatic complexity,1
graphical representations,1
process complexity,1
software complexity,1
accuracy problems,1
behavior trees,1
linear time temporal logic,1
test case specifications,1
science,1
fasttext,1
health insurance,1
web design,1
e- services,1
ease-of-use,1
privacy and security,1
reliability testing,1
aggregation,1
web application,1
automatic tagging,1
air transportation,1
airline industry,1
direct observations,1
quality evaluation,1
service interaction,1
web site design,1
wilcoxon signed rank test,1
hate code,1
long documents,1
embeddings,1
f1 scores,1
language detection,1
learning approach,1
offensive languages,1
organizational goals,1
planning objectives,1
court decision documents,1
indonesian etourism,1
intention to book,1
topic modeling,1
user reviews,1
multilingual hate speech identification,1
engagement,1
photo sharing,1
restaurant recommendation system,1
user similarity,1
e-budgeting,1
is success model delone,1
mclean,1
ttf,1
gene expressions,1
kernel dimensionality,1
kernel method,1
recurrent cancer,1
abusive,1
sentistrength,1
social media campaign,1
crisp-dm,1
pangkep,1
app review,1
k-fold cross validation,1
pornography,1
law documents,1
punishment provision,1
ridor,1
ripple down rule learner,1
artificial neural network (ann),1
cryptocurrency,1
collaborative filtering recommender systems,1
e-commerce recommender system,1
graph-based,1
item-based,1
link prediction,1
user's preferences,1
km process,1
reliability and validity testing,1
centrality measure,1
opinion leader,1
abusive language,1
word-embedding,1
bibliometric,1
emerging research areas,1
time series characteristics,1
attributes extraction,1
product title,1
d&m is success model,1
erp system implementation,1
project management success factors,1
research institute,1
tam2,1
net sentiment score,1
memory-based,1
model-based,1
content-based filtering,1
weighted parallel hrbrid,1
social media metrics,1
society,1
analytic hierarchy processing,1
expansion of branch office location,1
geospatial dashboard,1
brand reputation,1
cultural heritage multimedia collection,1
sparql query,1
emerging topics,1
research topics,1
science & technology (s&t),1
forecasting modeling,1
forecasting performance,1
historical database,1
polynomial functions,1
polynomial interpolation,1
pseudo relevance feedback,1
wordnet,1
color moments,1
indonesian medicinal plant identification,1
local binary pattern variance,1
morphological,1
clinical data,1
kernel dimensionality reduction,1
kernel matrix,1
microarray data,1
apnea,1
combination schemas,1
dynamic time warping,1
euclidean,1
model selection,1
training dataset,1
forecasting accuracy,1
generalization capability,1
kernel regression,1
optimal number,1
prediction performance,1
scientific publications,1
stationary time series,1
support vector regressions,1
experiments,1
information & communication technology,1
kmeans,1
patent,1
co-reference resolution,1
entity equivalence,1
extraction method,1
concept map,1
mathematical misconception,1
collaborative,1
linear algebra,1
student centered e-learning environment,1
user engagement,1
dimension reduction,1
topic detection,1
depth,1
3d distance,1
single scattering model,1
dark channel prior,1
red channel prior,1
transmission,1
objective metrics,1
visualness,1
word sense disambiguation,1
single scattering,1
descriptive,1
lvd-f,1
objective,1
tfidf,1
keywords,1
lecture,1
semantic,1
tags,1
video,1
bivariate polynomial,1
blossom of a bivariate polynomial,1
bud of a bivariate polynomial,1
encoding-decoding,1
geometric design,1
sequence of representations,1
shape representation,1
surface representation,1
triangular bézier patch,1
computer aided design,1
computer graphics,1
polynomials,1
computer-aided geometric design (cagd),1
geometric design information,1
shape representations,1
computational geometry,1
b-spline,1
bernstein basis,1
blossoming,1
dual functionals,1
homogenization,1
marsden's identity,1
permanent,1
pólya basis,1
progressive basis,1
transformation.,1
algebra,1
elementary function,1
exponential form,1
field extensions,1
integration method,1
trigonometric functions,1
medical conditions,1
sleep disorders,1
sleep pattern,1
audition,1
silent speech interfaces,1
spatio temporal features,1
variable length,1
visual speech recognition,1
acoustic speech,1
audio-visual speech,1
automatic speech recognition,1
simple structures,1
single-modal,1
visual speech,1
bi-directional lstm,1
crack growth rate,1
long-short-term-memory network,1
colorization,1
deep convolutional neural networks,1
sketch inversion,1
gradient descent,1
latent model,1
neighborhood,1
form document,1
handwriting recognition,1
3dcnn,1
cheating detection,1
video description,1
electroencephalography,1
stroke patients,1
discriminative deep belief network,1
normal sparse,1
restricted boltzmann machines,1
sparsity,1
activity recognition,1
multimodal decomposable models,1
simple linear iterative clustering,1
fast dropout training,1
landsat 8,1
paddy growth stage,1
3d gan,1
activity video generation,1
bi-directional long short-term memory,1
3-dimensional convolutional neural network,1
word boundary detection,1
chains,1
computational time,1
decomposable models,1
feature detector,1
head location,1
human joints,1
interest point detectors,1
multi-modal,1
kinematic features,1
growth stages,1
heuristic algorithm,1
paddy,1
relevance vector machine (rvm),1
support vector machine (svm),1
external knowledge,1
labeled dataset,1
multiple tokens,1
name recognition,1
unstructured texts,1
word similarity,1
biology,1
electronic medical record system,1
statistics and numerical data,1
computational biology,1
medical records systems computerized,1
adaptive capabilities,1
indicator parameters,1
multi-classifier,1
online sequential elms,1
online sequential extreme learning machine,1
pseudo-inverse matrixes,1
regression problem,1
online system,1
serial learning,1
distribution-sensitive learning,1
human gesture recognition,1
relevance vector machine,1
conditional rbm (crbm),1
restricted boltzmann machine (rbm),1
sparse encoding symmetric machines (sesm),1
temporal deep belief network (tdbn),1
bootstrap particle filter,1
auto encoders,1
body language,1
human pose,1
iterative learning,1
public dataset,1
supervised classifiers,1
extreme learning machine (elm),1
feedforward neural networks,1
feature selection methods,1
network complexity,1
primitive actions,1
testing accuracy,1
hierarchical binary trees,1
human motion recognition,1
multi-class classification,1
randomly distributed,1
animation,1
color and depth images,1
convex hull algorithm,1
depth information,1
occlusion handling,1
partial occlusions,1
tracking accuracy,1
user interaction,1
cultivation,1
radial basis function networks,1
satellite imagery,1
accuracy of classifications,1
agriculture applications,1
moderate resolution imaging spectroradiometer,1
multi-class classifier,1
radial basis function(rbf),1
radiometers,1
modis images,1
support vector machines (svms),1
principal component regression,1
yield data,1
dwt,1
heartbeat,1
kpca,1
wavelet-svm,1
3d shape,1
texture images,1
error compensation,1
image quality,1
opacity,1
surface properties,1
parameter estimation,1
ray tracing,1
surface structure,1
hierarchical learning,1
opaque surfaces,1
regularization parameter,1
3d modeling,1
transparent surface,1
polarization,1
brewster angle,1
decision tree induction,1
degree of polarization,1
polarization images,1
reference points,1
local regression,1
multiple view,1
3d shape reconstruction,1
light sources,1
photometric stereo,1
algorithm design and analysis,1
face detection,1
facial animation,1
layout,1
rendering (computer graphics),1
shape,1
solid modeling,1
three dimensional computer graphics,1
face images,1
face reconstruction,1
learning stability,1
gaussian noise (electronic),1
intelligent control,1
loudspeakers,1
adaptive feature extractions,1
automatic speech recognition system,1
cascade neural networks,1
probabilistic neural networks,1
speaker identification systems,1
speech recognition systems,1
adaptive algorithms,1
multilayer neural networks,1
adaptive codebook generation algorithm,1
bispectrum feature extraction,1
karhunen-loeve transformation,1
self organizing feature map,1
simplified differential competitive learning network,1
beverages,1
cosmetics,1
back propagation neural networks,1
beverage industry,1
ethanol concentrations,1
human sensory,1
lvq neural network,1
computer simulation languages,1
automatic modeling,1
automatic translators,1
commonality and variability,1
design and implementations,1
executable model,1
software product lines,1
unified modeling language,1
medical entity recognition,1
microblog,1
topic,1
indonesian automatic speech recognition,1
medical speech corpus,1
text corpus,1
bootstrapping,1
hypernym-hyponym,1
pattern extraction,1
emotion classification,1
feature engineering,1
indonesian tweet,1
blog,1
political text analytics,1
stance detection,1
audio feature,1
hierarchical-level fusion,1
music era,1
consumer healths,1
dictionary-based,1
personalized healths,1
question-answering services,1
health,1
healthcare forums,1
question identifications,1
sentence classifiers,1
health care,1
supervised learning,1
cross-lingual,1
supervised learning approaches,1
supervised machine learning,1
training data,1
word-sense disambiguation,1
graph clustering,1
node weight,1
topical,1
topological,1
direct interactions,1
gating mechanisms,1
long short term memory,1
long-term dependencies,1
weight parameters,1
tensors,1
acoustic model,1
deep neural network,1
variational bayes,1
phonotactic methods,1
spoken language identification,1
language identification,1
statistical method,1
cross-lingual and multi-lingual modeling,1
spoken language processing,1
under-resourced languages,1
emotion lexicon,1
sub-jectivity,1
automatic quote detection,1
memorable spoken quote,1
popularity analysis,1
user interest,1
user profiling,1
pos sequence,1
cochleogram,1
dnn and cnn,1
information retrieval systems,1
best match,1
learning to rank,1
non-relevant documents,1
point wise,1
ranking functions,1
svm(support vector machine),1
answer quality,1
hierarchical supervised learning,1
question type analysis,1
user generated content,1
public awareness,1
public speaking,1
speech duration,1
video files,1
acoustic features,1
automatic speech,1
disfluencies,1
large vocabulary,1
new evaluation methods,1
speech summarization,1
spontaneous speech,1
music feature extraction,1
music instrument identification,1
traditional music instrument classification,1
factoid questions,1
named-entity recognition,1
bayesian analogical reasoning,1
respubliqa,1
question analysis,1
question-answer pairs,1
statistical learning,1
list completion,1
search mechanism,1
search-result snippet,1
system architectures,1
web search results,1
patent retrieval,1
context supporting,1
n-gram overlapping,1
random projection,1
textual containment,1
music information retrieval,1
mutual information,1
geographic information,1
geographic resources,1
question categories,1
internet,1
windows,1
geographical information retrieval,1
glossaries,1
document translation,1
machine dictionaries,1
machine translation tools,1
relevance feedback,1
query set,1
transtool,1
commercial machine translation,1
english documents,1
query sets,1
tagging,1
cross language text,1
telecommunication links,1
cross-language evaluation forum (clef),1
directory path,1
page content,1
page title,1
dictionary translation,1
target domain,1
combined techniques,1
cross languages,1
multi-lingual information retrieval,1
word formations,1
term disambiguation,1
term similarity,1
text retrieval conferences,1
abstractive summarization,1
feedback mechanism,1
minutia,1
ridge,1
toddler fingerprint recognition,1
benchmark datasets,1
histogram information,1
multimodal distributions,1
conditional probabilistic model,1
graphical model,1
seasonality,1
crops,1
fruits,1
navigation,1
precision agriculture,1
2d laser scanners,1
agricultural areas,1
agricultural environments,1
monitoring tasks,1
robot operations,1
simultaneous localization and mapping,1
technology development,1
ant colony optimization,1
software project scheduling problem,1
glass,1
classifier performance,1
data compression techniques,1
data encryption,1
optimal performance,1
enhancement,1
ik-means,1
uselm,1
medical applications,1
medical computing,1
biomedical applications,1
biomedical data,1
biomedical systems,1
clinical practices,1
conventional processing,1
data analytics,1
telehealth system,1
gaussian distribution,1
ellipse fitting,1
elliptical path,1
gaussians,1
infant mortality,1
urban areas,1
fire extinguishers,1
fire fighting equipment,1
fires,1
robot programming,1
continuous map,1
fire fighting robots,1
grid map,1
markov decision,1
robot planning,1
wall following,1
artificial neural network classifiers,1
feal growth,1
heart disease,1
usg,1
approximation,1
boosting,1
fetal organ,1
fetal organ detection,1
fetal parameters measurement,1
boosting classifiers,1
fetal organs,1
kappa coefficient,1
shape approximation,1
ultrasonic imaging,1
biparietal diameters,1
degree of noise,1
head circumferences,1
image datasets,1
ultrasound imaging,1
multilayers,1
automated systems,1
moment features,1
scale invariant,1
segmentation performance,1
correlation ratio,1
human colorectal carcinomaa,1
metastasis,1
data communication equipment,1
community perceptions,1
moving algorithms,1
object localization,1
suspicious objects,1
aircraft,1
detectors,1
ada boost classifiers,1
average errors,1
military surveillance,1
quad rotors,1
security application,1
complex procedure,1
intuitive control systems,1
intuitive controls,1
learning curves,1
tele-operations,1
anthropomorphic robots,1
biomedical signal processing,1
flvq-pso,1
fn-glvq,1
disaster robots,1
mobile robot sensor network,1
quadrotor,1
distributed constraint satisfaction problem,1
adaptive control systems,1
embedded systems,1
nanosensors,1
object detection,1
video cameras,1
adaptive traffic signal control,1
community development,1
important features,1
optimal cycle time,1
social stability,1
online incremental learning,1
task runtime prediction,1
adaptive tracking,1
highway videos,1
budget distribution,1
coarse-grained billing period,1
task-based,1
data transfer,1
compressed datum,1
compression methods,1
compression performance,1
data framework,1
hadoop frameworks,1
percentage root-mean-square differences,1
set partitioning in hierarchical tree,1
spiht coding,1
bandpass filters,1
trajectories,1
estimation results,1
low frame rate video,1
size and shape,1
sperm motility,1
sperm tracking,1
video sequences,1
image coding,1
bukalapak,1
ecommerce,1
mitra bukalapak,1
msme,1
o2o,1
traditional shops,1
flip.id,1
free,1
interbank transfer,1
directorate general of taxes,1
it leadership,1
transformation of the role of it,1
collaboration,1
negative online review,1
popular product,1
marketplace website,1
c2c marketplace,1
open trip,1
individual,1
energy,1
information security management,1
iso 27001,1
oil and gas,1
self-efficacy,1
technical support,1
travel agency information system (tais),1
unified theory of acceptance and use of technology (utaut),1
user interface,1
collaborative consumption,1
chen framework,1
e-business strategy,1
customer experience,1
customer sharing intention,1
customer shoping intention,1
social commerce constructs,1
behavioural intention,1
customization,1
intrusiveness,1
location-based advertising (lba),1
permission,1
sales promotion,1
smartpls 2.0,1
analysis of variance,1
anova,1
large organisations,1
medium organisations,1
small and medium sized enterprise,1
small organisations,1
enterprise content management system,1
logistics,1
management system,1
marine,1
agreeableness,1
five factor model (ffm),1
knowledge management system (kms),1
neurocistism,1
openness,1
personality,1
insurance,1
business environments,1
customer knowledge,1
insurance companies,1
insurance industry,1
mobile security,1
regulatory compliance,1
case study approach,1
credit card frauds,1
credit cards,1
international standards,1
on-line payment,1
payment card industries,1
security audit,1
data maturity assessment,1
flylist,1
hesa,1
iata,1
james m. barker,1
ota,1
implementation impact,1
procurement personnel performance,1
public procurementplan,1
cost engineering,1
laboratories,1
business modeling,1
laboratory information management system,1
laboratory management,1
laboratory testing,1
non-functional requirements,1
rational unified process,1
reconfiguration process,1
testing laboratories,1
application development,1
iteration planning,1
standard operating procedures,1
design quality,1
object oriented metrics,1
inversion,1
normal basis,1
fpga.,1
polynomial basis,1
karatsuba,1
2d-spiht,1
encryption,1
secure iot (sit) algorithm,1
digital arithmetic,1
algorithm accuracies,1
computation ability,1
floating point numbers,1
multiplication algorithms,1
number representation,1
resource consumption,1
sensors and actuators,1
bag-of-visual-words,1
embryo quality,1
human embryo,1
mouse embryos,1
subjective assessments,1
binomial division,1
cordic,1
generalized extreme student deviate (gesd),1
non restoring division,1
outliers,1
square root,1
blackman window,1
electroencephalography (eeg),1
finite impulse response,1
signal filtering,1
windowing methods,1
earthquake,1
class cohesion,1
high-level design,1
object-oriented,1
refactoring,1
software quality,1
adaptive random testing,1
centroid,1
random testing,1
test case,1
compression ratio (machinery),1
compression algorithms,1
compression scheme,1
hardware devices,1
set partitioning in hierarchical trees algorithms,1
indium compounds,1
automatic method,1
embryo development,1
embryo transfer,1
parameter spaces,1
time-lapse microscopy,1
filtering algorithm,1
if there are,1
navigation devices,1
smartphones,1
ahp method,1
metric values,1
object oriented software,1
object-oriented software designs,1
promethee,1
promethee method,1
quality factors,1
computer software selection and evaluation,1
human heart,1
open problems,1
mit-bih,1
physionet,1
wavelet transforms,1
living systems studies,1
automation tools,1
building automation,1
chlorinated solvent,1
daily tasks,1
dry cleaners,1
liver images,1
permanent damage,1
daily use,1
hardware implementations,1
wavelet features,1
open dynamic engine,1
real life scenario,1
subgroup,1
chemical concentrations,1
local gradients,1
multisources,1
odor sources,1
physical modeling,1
searching performance,1
subgroup method,1
wind velocities,1
models,1
anemotaxis,1
chemotoxis,1
mpso,1
ogr,1
brand attachment,1
brand satisfaction,1
ewom referral,1
lisrel 8.80,1
purchase decision,1
reputation,1
value chain analysis,1
express delivery,1
interdependent self-construal,1
photo/video contest campaign,1
self-construal,1
social media marketing,1
editor,1
infographics,1
business functions,1
deployment diagrams,1
enterprise resource planning systems,1
entity relationship diagrams,1
generic process models,1
use case diagram,1
and e-commerce,1
brand awareness,1
internet memes,1
virality,1
delivery-sourcing,1
loyalty,1
m-s-qual,1
social feature,1
social recommendation,1
social user,1
functional requirements,1
health information system (his),1
primary health care (phc),1
types of information,1
attachment theory,1
cognitive evaluation theory,1
indonesia tourism,1
theory of planned behavior,1
brand affect,1
brand community,1
brand loyalty,1
cb-sem,1
customer-centric,1
type of information,1
user motivation,1
entropy technique,1
customer fulfilment,1
new product development,1
product differentiation,1
product quality,1
speed to market,1
maturity level model,1
km infrastructures,1
km processes,1
election,1
electronic voting,1
jembrana,1
customer support,1
financial resources,1
market share,1
marketing campaign,1
marketing strategy,1
online marketing,1
bpmn,1
business process repository,1
graphical querying,1
xpdl,1
xquery,1
knowledge audit,1
ict roles,1
organisational capabilities,1
informatics,1
national report,1
olympiad,1
secondary education,1
burrows-wheeler transformation,1
move-to-front,1
recency ranking,1
text compression,1
backward wave tubes,1
arithmetic coders,1
based modelling,1
compression mechanism,1
resource costs,1
text compressions,1
block codes,1
sorting,1
arithmetic coder,1
huffman coder,1
move-to-front transform,1
parsing,1
run-length coding,1
gradient boost,1
regularization,1
mobile sms,1
multiclass,1
spam,1
long short-term memories,1
copula,1
bahasa indonesia,1
qa systems,1
semantic analysis,1
budgeting,1
financial government institution,1
sap bpc,1
online social network,1
alerts,1
events,1
interfaces,1
it infrastructure,1
lean,1
network elements,1
nodes,1
digital library,1
nosql database,1
iptv networks,1
ipv6 networks,1
multicast flow,1
multicast routing,1
number of subscribers,1
packet header,1
qos mechanisms,1
simulation result,1
hydraulics,1
internet protocols,1
iptv,1
multicasting,1
dataset,1
extractive summarization,1
speech processing,1
competitive performance,1
dialogue systems,1
general knowledge,1
language understanding,1
multitask learning,1
filling,1
integer programming,1
ai systems,1
integer linear programs,1
process knowledge,1
real world situations,1
role assignment,1
semantic role labeling,1
sentence level,1
heuristic approach,1
html documents,1
web crawlers,1
web document,1
search engines,1
usability engineering,1
asynchronous methods,1
conventional methods,1
empirical studies,1
test scenario,1
testing process,1
usability problems,1
usability testing methods,1
customer satisfaction dimensions,1
citation network,1
directed network,1
linkrank algorithm,1
internet topology,1
ad-hoc,1
traffic,1
attacks,1
securityissues,1
vulnerability,1
web applicationt,1
f5 algorithm,1
image genre,1
steganographic capacity,1
steganography,1
complex learning,1
faster convergence,1
model accuracy,1
neural network model,1
neural networks model,1
specific learning,1
deep neural networks,1
delphi,1
mitigation,1
multipath routing protocol aodv,1
sinkhole attack,1
wsn,1
accuracy,1
mobile positioning data,1
tourism statistics,1
research challenge,1
smart campus,1
summary,1
digital certificate,1
microarray,1
ddos attack,1
detector systems,1
distributed denial of service,1
incoming packets,1
margin of error,1
multiple computers,1
service requesters,1
denial-of-service attack,1
cancer subtype,1
human colorectal,1
malignancy,1
delegating responsibilities,1
organizational structure,1
cyber security awareness,1
inter-organizational knowledge sharing,1
leadership,1
rewards,1
box counting,1
coefficient,1
coiflet,1
daubechies wavelet,1
symlets,1
distributed denial-of-service attack,1
simulation,1
application layer classification,1
firewall,1
l7-filter,1
netfilter/iptables,1
real time messaging protocol,1
handwritten signature,1
line segmentation,1
off-line verification,1
on-line verification,1
rule-based,1
thinning,1
c (programming language),1
congestion control (communication),1
telecommunication control,1
cell loss,1
queuing routines,1
resource management simulator,1
asynchronous transfer mode,1
advanced traffic management systems,1
computer aided analysis,1
atm-based networks,1
buffer space,1
guaranteed quality,1
multi-media,1
multi-media sources,1
reservation protocols,1
variable bit rate,1
computer aided network analysis,1
data communication systems,1
local area networks,1
multiplexing,1
queueing theory,1
telecommunication services,1
fast reservation protocols,1
long burst trip delay,1
multimedia sources,1
multiplexing capability,1
queuing models,1
short round trip delay,1
statistical multiplexing,1
frequency allocation,1
probability,1
switching theory - asynchronous sequential logic,1
telecommunication - traffic,1
atm networks,1
blocking probability,1
broadband isdn,1
congestion control,1
preventive congestion control,1
reactive congestion control,1
digital communication systems,1
patient treatment,1
after-treatment,1
class i,1
correlation tests,1
orthodontic treatments,1
soft tissue,1
wilcoxon test,1
dentistry,1
ecology,1
ecosystems,1
formal methods,1
ecological systems,1
ecosystem dynamics,1
modelling and analysis,1
modelling and simulations,1
animals,1
water resources,1
dynamic guiding,1
dynamic paths,1
grazing areas,1
grid of cells,1
national parks,1
origin and destinations,1
rewriting systems,1
seasonal migration,1
population dynamics,1
maximally parallel,1
natural process,1
population model,1
stochasticity,1
temperature changes,1
open systems,1
cyclegan,1
face image,1
face sketch,1
synthesize,1
translation,1
facial image,1
image-to-image translation,1
model evaluation,1
facial components analysis,1
geometric feature extraction,1
inference,1
learning algorithm,1
facial component analysis,1
fuzzy rule based system,1
fuzzy emotion,1
fuzzy system,1
facial expression dataset,1
mixed emotion,1
apprentices,1
man machine systems,1
facial expressions,1
human emotion,1
multimedia contents,1
multimedia development,1
research teams,1
engineering research,1
contrast limited adaptive histogramequalization,1
nonlinear fuzzyrobust pca,1
mix emotion recognition,1
sequence classifier,1
svm-crf classifier,1
fuzzy c-means,1
is-faddis,1
sparse clustering,1
text interpretation,1
sequential classifier,1
structured learning,1
generalized procrustes analysis,1
normalization,1
2-means clustering,1
keyphrase,1
preprocessing,1
tf-idf,1
back-propagation-nn,1
ecg biometrics,1
elementary operations,1
matrix theory,1
numerical experiments,1
q r decomposition,1
update,1
background variance,1
convex optimization,1
detail variance,1
rank minimization,1
robust principal component analysis (robust pca),1
awards and prizes,1
graduate students,1
two approaches,1
russian bibliography,1
subject headings,1
worldcat,1
research fund,1
research quality,1
scientific articles,1
distribution,1
multiple sensitive attributes,1
p-sensitive,1
sensitive valu,1
multivariate,1
radial basis function network,1
computer science.,1
industrial revolution,1
industry 4.0,1
bibliographies,1
harvesting,1
bibliography datum,1
computer library,1
data and information,1
multi-thread,1
multi-threading,1
visual studios,1
web crawling,1
document vector representation,1
news identification,1
phrase detection,1
land cover classification of rsni-1 national standardization body of indonesia,1
maximum-likelihood classification,1
supervised classification,1
indonesian bibliography,1
library of things,1
co-location patterns mining,1
event-centric model,1
postgis,1
spatial database,1
automatic information extraction,1
candidate generation,1
domain information extraction,1
processing capability,1
airport,1
land cover classification sni 7645 national standardization body,1
maximum hashtag,1
maximum term,1
uncertainty,1
extend words,1
hidden markov model k-means,1
tfidf model,1
focused web crawler,1
multi thread,1
proxy,1
web hierarchies,1
deflection (structures),1
loads (forces),1
hybrid waves,1
steady state deflection,1
water waves,1
evolutionary algorithm,1
filter,1
2d ensem ble,1
distributed,1
hom ogeneous,1
data association,1
multi object tracking,1
network flow,1
dynamic model,1
fast motion,1
vehicle tracking,1
aomdv,1
end to end delay,1
packet delivery ratio,1
road safety,1
routing protocol,1
adaptive fourier decomposition,1
instantaneous frequency,1
blood pressure,1
car driver,1
drowsiness,1
heart rate,1
measurement tool,1
deep belief network (dbn),1
dimensionality reduction method,1
intelligent transportation systems,1
invariant feature transforms,1
support vector machine method,1
ensemble learning,1
spark (key words),1
parallelization,1
spectroscopy,1
dimensional reduction,1
extracting information,1
high dimensional data,1
new dimensions,1
spectral dimensions,1
feature selection greedy stepwise,1
microrna,1
capacity building,1
international collaboration,1
system building,1
teleecg,1
teleusg,1
blood vessels,1
cardiovascular system,1
high level languages,1
as distribution,1
fpga implementations,1
wearable devices,1
genes,1
apnea detection,1
cost-sensitive learning,1
machine learning problem,1
particular distribution,1
synthetic minority over-sampling techniques,1
bayesian networks,1
accurate tracking,1
bayesian approaches,1
bayesian perspective,1
evolutionary optimizations,1
filter algorithm,1
particle markov chain monte carlo,1
visual tracking algorithm,1
energy-potentials,1
feature vectors,1
loss functions,1
missing values,1
parameterized,1
structured supports,1
2d,1
digital measurement,1
par index system,1
jaccard index,1
multiple instance learning,1
weakly supervised learning,1
human sperm cell tracking,1
arc segment,1
arcpso,1
ivf,1
afnglvq,1
predictive coding,1
spiht,1
classifier learning,1
google images,1
saliency filter,1
ignore gbest 1,1
ignore gbest 2,1
time consumption,1
wind dynamic,1
blastomere,1
edcircles,1
ransac,1
modified pso,1
multiple robots,1
parallel localization,1
affine transformation,1
geometric computing,1
motorcycle,1
nonretinotopic,1
averaged class accuracy,1
knowledge-compatibility benchmarker,1
vision-based knowledge,1
dynamic models,1
target tracking,1
average numbers,1
dynamics models,1
efficiency measurement,1
kullback-leibler distance,1
posterior distributions,1
underlying distribution,1
visual object tracking,1
sampling,1
dimensional parameters,1
ellipse hough transforms,1
gain performance,1
major axis,1
accuracy rate,1
fuzzy neuro,1
learning methods,1
multi modal function,1
number of iterations,1
proportional change,1
sinusoidal functions,1
social components,1
check points,1
gps traces,1
map matching,1
smart mobile phones,1
two parts,1
mobile phones,1
cellular telephones,1
approximation results,1
speckle reducing anisotropic diffusion,1
speed improvement,1
synthetic images,1
voting mechanism,1
ultrasonics,1
average delay,1
electrocardiograph signals,1
highly-portable,1
random forest algorithm,1
single-board computers,1
heart beat detections,1
original algorithms,1
sigmoid membership functions,1
sleep cycles,1
circadian rhythms,1
critical traffic,1
modeling methodology,1
real time traffics,1
saturation flow,1
traffic controllers,1
mahalanobis distances,1
noisy data,1
second phase,1
arrhytmia,1
classification performance,1
discriminant functions,1
pivot point,1
distributed traffic light control,1
principle component analysis,1
recognition methods,1
traffic conditions,1
traffic light,1
traffic systems,1
backpropagation algorithms,1
codebook,1
electronic nose,1
fuzzy learning vector quantization,1
odor,1
electronic nose systems,1
fuzzy theory,1
measurement data,1
neural network systems,1
pso(particle swarm optimization),1
quartz resonators,1
recognition probability,1
recognition systems,1
resonance frequencies,1
artificial organs,1
communication channels (information theory),1
oxide minerals,1
resonance,1
sensory aids,1
modified niche pso,1
biometrics,1
dynamic advection,1
odor gated rheotaxis (ogr),1
advection,1
chlorine compounds,1
computational fluid dynamics,1
diffusion,1
mechanisms,1
semiconductor doping,1
turbulent flow,1
change-detection,1
dynamic bit matching,1
dynamic problems,1
multi peaks,1
new algorithm,1
odor dispersion,1
odor sensors,1
particle swarm optimizations,1
positioning errors,1
real-world environments,1
real-world problems,1
robot behaviors,1
speed limitation,1
two types,1
odor control,1
modification particle swarm optimization,1
turbulent transport,1
unidirectional air stream,1
acoustic noise,1
collision avoidance,1
dynamic analysis,1
sensor networks,1
global positioning system,1
dynamic advection diffusion environment,1
fuzzy-neuro learning vector quantization (fnlvq),1
matrix similarity analysis (msa),1
multiple quartz-resonator sensors,1
neural networks (nns),1
fragrances,1
natural frequencies,1
optical sensors,1
probabilistic logics,1
hardware systems,1
probabilistic neural networks (pnn),1
source localization,1
electronic odor,1
fnlvq,1
neural-netwok,1
odor-sensing technology,1
mixtures,1
multiple quartz-resonantor sensors,1
sensing systems,1
circuits,1
cost function,1
frequency,1
neurons,1
sensor systems,1
animal behavior,1
chemical hazards,1
electronic noses,1
gas detectors,1
leak detection,1
probes,1
radio frequency,1
fuzzy control,1
multilayer perceptrons,1
optimization methods,1
process control,1
fuzzy lvq,1
artificial odor recognition systems,1
fuzzy learning vector quantization (flvq) neural networks,1
data governance structure,1
dmbok framework,1
pdca lifecycle.,1
stanford maturity model,1
customer data protection,1
hais-q,1
information security awareness.,1
indonesia deposit insurance corporation,1
digital telecommunication,1
telkom indonesia,1
digital business,1
omni-channel,1
utaut2,1
digital startup,1
minimum viable product,1
mvp,1
startup,1
online motorcycle taxi,1
partial least square-structural equation modeling,1
personal data,1
personal data protection,1
extended deterrence theory,1
misuse of mobile application,1
ride-hailing,1
ride-sharing,1
business model innovation,1
startup continuity,1
startup platform,1
startup sustainability,1
public service,1
strategic planning for information systems,1
cobit,1
strategic is planning,1
edc,1
kimball,1
merchant acquirer,1
