affiliation_id,complete_affiliation,sum_people,affil_name,affil_address,affil_city,affil_state,affil_country,affil_postal_code
116696974,"Indonesian National Institute of Aeronautics and Space, Jl. Pemuda Persil No. 1, Jakarta Timur 13220, Jakarta, Indonesia, 13721",2,Indonesian National Institute of Aeronautics and Space,"Jl. Pemuda Persil No. 1, Jakarta Timur 13220",Jakarta,,Indonesia,13721
112965775,"Department of Electrical Engineering, Depok, Java, Indonesia, 16424",4,Department of Electrical Engineering,,Depok,Java,Indonesia,16424
113835661,"Department of Industrial Engineering, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",1,Department of Industrial Engineering,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
110264360,"Department of Industrial Engineering, Depok, Java, Indonesia, 16424",1,Department of Industrial Engineering,,Depok,Java,Indonesia,16424
113905066,"Department of Information Technology, Kampus Bukit Jimbaran, Kabupaten Badung,, Bali, West Nusa Tenggara, Indonesia",1,Department of Information Technology,"Kampus Bukit Jimbaran, Kabupaten Badung,",Bali,West Nusa Tenggara,Indonesia,
113870693,"Department of Mathematics, Depok, Java, Indonesia, 16424",6,Department of Mathematics,,Depok,Java,Indonesia,16424
118325631,"Machine Learning and Computer Vision Laboratory, Depok, Java, Indonesia, 16424",5,Machine Learning and Computer Vision Laboratory,,Depok,Java,Indonesia,16424
113121345,"Department of Computer Science, Jl. Raya Dramaga, Bogor, West Java, Indonesia, 16680",2,Department of Computer Science,Jl. Raya Dramaga,Bogor,West Java,Indonesia,16680
104757253,"Department of Physics, Depok, Java, Indonesia, 16424",2,Department of Physics,,Depok,Java,Indonesia,16424
116582593,"STMIK Jakarta STIandK, Jakarta, Indonesia, 12140",1,STMIK Jakarta STIandK,,Jakarta,,Indonesia,12140
60069378,"University of Indonesia, RSUPN Dr. Cipto Mangunkusumo, Jalan Pangeran Diponegoro No.71, Kenari, Senen, RW.5, Kenari, RW.5, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota, Jakarta, Indonesia, 10430",1,"University of Indonesia, RSUPN Dr. Cipto Mangunkusumo","Jalan Pangeran Diponegoro No.71, Kenari, Senen, RW.5, Kenari, RW.5, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota",Jakarta,,Indonesia,10430
118714546,"UI Depok Campus, Depok, Java, Indonesia, 16424",1,UI Depok Campus,,Depok,Java,Indonesia,16424
111197494,"Department of Mathematics, Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah, Jakarta, Indonesia, 11480",1,Department of Mathematics,"Jl. K. H. Syahdan No. 9, Kemanggisan, Palmerah",Jakarta,,Indonesia,11480
114673009,"Stikubank University, Semarang, Semarang, Indonesia, 50236",1,Stikubank University,Semarang,Semarang,,Indonesia,50236
122983881,"Department of Electronics and Computer Science, Jogjakarta, Yogyakarta, Indonesia",1,Department of Electronics and Computer Science,Jogjakarta,Yogyakarta,,Indonesia,
112136414,"Department of Electronics and Computer Science, Bulaksumur, Yogyakarta, Yogyakarta, Indonesia, 55281",3,Department of Electronics and Computer Science,Bulaksumur,Yogyakarta,Yogyakarta,Indonesia,55281
123079305,"Department of Information System, Jl.H.R Rasuna Said Kav C-22, Kuningan, Jakarta, Indonesia, 12920",1,Department of Information System,"Jl.H.R Rasuna Said Kav C-22, Kuningan",Jakarta,,Indonesia,12920
108253171,"Department of Computer Science, Whiteknights, Reading, Berkshire, United Kingdom, RG6 6AH",1,Department of Computer Science,Whiteknights,Reading,Berkshire,United Kingdom,RG6 6AH
122540792,"Department of Informatics, Jl. Rs. Fatmawati, Pondok Labu, South Jakarta, DKI Jakarta, Jakarta, Indonesia, 12450",1,Department of Informatics,"Jl. Rs. Fatmawati, Pondok Labu, South Jakarta, DKI Jakarta",Jakarta,,Indonesia,12450
103330213,"Department of Electrical, Private Bag 92019, Auckland, AUK, New Zealand, 1142",1,Department of Electrical,Private Bag 92019,Auckland,AUK,New Zealand,1142
60070441,"Universitas Pelita Harapan, Jl. M.H. Thamrin Boulevard, Tangerang, Banten, Indonesia, 15811",1,Universitas Pelita Harapan,Jl. M.H. Thamrin Boulevard,Tangerang,Banten,Indonesia,15811
